iter	Logloss
202	0.4670401827
203	0.4658736567
204	0.4646473499
205	0.4638268052
206	0.4628715403
207	0.4619597231
208	0.4605897289
209	0.4597150079
210	0.4588445569
211	0.4580221441
212	0.4571516397
213	0.4557210641
214	0.4550437264
215	0.4544514163
216	0.4539353266
217	0.4530397356
218	0.4518177523
219	0.4510581093
220	0.4500697514
221	0.4496068239
222	0.4485524402
223	0.4478000029
224	0.4469294452
225	0.44596548
226	0.4452928127
227	0.444379928
228	0.4430533016
229	0.4424064948
230	0.441597933
231	0.440756385
232	0.4401361593
233	0.4398517735
234	0.4393622116
235	0.4386856745
236	0.4377099133
237	0.4368905429
238	0.4360583089
239	0.435232907
240	0.4342463372
241	0.4334888025
242	0.4326142416
243	0.4317237214
244	0.4306097704
245	0.4297983797
246	0.4288844809
247	0.4281814695
248	0.4274411752
249	0.4269422191
250	0.4263895404
251	0.4253307799
252	0.4250877336
253	0.4243150136
254	0.4239034602
255	0.4233063729
256	0.422589217
257	0.4220961322
258	0.4211997406
259	0.4201144791
260	0.4194242512
261	0.4184887886
262	0.4178026974
263	0.4170228249
264	0.4164780992
265	0.415753097
266	0.414946777
267	0.4137768349
268	0.4130461215
269	0.4121374002
270	0.4115056987
271	0.4108113342
272	0.4096882026
273	0.4091179366
274	0.4084288563
275	0.4075255526
276	0.4067859521
277	0.4062791498
278	0.4053255929
279	0.4045846047
280	0.4037237346
281	0.4031374826
282	0.4024702596
283	0.401806079
284	0.4011217491
285	0.4006258622
286	0.4001053423
287	0.3996385184
288	0.399225257
289	0.3984438367
290	0.397630044
291	0.3966983444
292	0.39601671
293	0.395254505
294	0.3947066567
295	0.3939878728
296	0.3934072786
297	0.3923218036
298	0.3917143614
299	0.3910616299
300	0.3903065772
301	0.3896437577
302	0.3891147511
303	0.3883903094
304	0.3876779573
305	0.3871369678
306	0.3865512762
307	0.3861241105
308	0.3855966518
309	0.3851260649
310	0.3844680225
311	0.383737576
312	0.383218604
313	0.382734433
314	0.3820554941
315	0.3815020681
316	0.3809976143
317	0.3804071456
318	0.3797165174
319	0.3790228734
320	0.3781596015
321	0.3775247508
322	0.3769224594
323	0.3760762677
324	0.3753060563
325	0.3743693127
326	0.3737482063
327	0.3731636089
328	0.3719972697
329	0.3712941249
330	0.3708913251
331	0.3700990696
332	0.3693704378
333	0.3684903792
334	0.3678623607
335	0.3671116048
336	0.3667733362
337	0.3661325075
338	0.3652442824
339	0.3648647545
340	0.3643413524
341	0.3638683636
342	0.3633224902
343	0.362912378
344	0.3623410979
345	0.3616723804
346	0.3610210366
347	0.3608129248
348	0.3603530397
349	0.3597482663
350	0.3590693007
351	0.3583543331
352	0.3578973837
353	0.3573443047
354	0.3569421454
355	0.3562994753
356	0.3557813039
357	0.3551483215
358	0.354864256
359	0.3543260688
360	0.3539438987
361	0.3532369909
362	0.3525391303
363	0.3517341713
364	0.3505742905
365	0.3493675993
366	0.3486253568
367	0.348227948
368	0.3476885865
369	0.3471824247
370	0.3467225396
371	0.3463512316
372	0.3455139002
373	0.3449533753
374	0.3444415289
375	0.3440680058
376	0.3433809537
377	0.3430839179
378	0.34257845
379	0.3419430389
380	0.3416514742
381	0.3410319424
382	0.3405579661
383	0.3400309611
384	0.3395522344
385	0.3388767649
386	0.3384615286
387	0.3379458659
388	0.3372746665
389	0.3367904688
390	0.3359759288
391	0.3356427577
392	0.3351062251
393	0.3347147143
394	0.3339626774
395	0.3334103723
396	0.3329508075
397	0.3320546294
398	0.3316529505
399	0.331349056
400	0.3308776418
401	0.3303611784
402	0.3297915262
403	0.3294027376
404	0.3286588404
405	0.3281943651
406	0.3276155589
407	0.3270001904
408	0.3264326199
409	0.3260885067
410	0.3255213899
411	0.3251115179
412	0.3245482441
413	0.3240089359
414	0.3236935656
415	0.3232235658
416	0.322515804
417	0.3218809801
418	0.3213851465
419	0.3205703931
420	0.3201120292
421	0.3199409334
422	0.3192752583
423	0.3187964782
424	0.3184083301
425	0.3178440422
426	0.3173401755
427	0.3166686558
428	0.3163343371
429	0.3158036491
430	0.3154640996
431	0.3149527337
432	0.3145446764
433	0.3141655221
434	0.3137910115
435	0.3134529832
436	0.3130905088
437	0.3124584337
438	0.311960812
439	0.3115631363
440	0.3110557202
441	0.3107865465
442	0.3101418748
443	0.3096486299
444	0.3093246394
445	0.3089460188
446	0.3085392959
447	0.3079906204
448	0.3075479223
449	0.3071550504
450	0.3067571346
451	0.3062337324
452	0.3058199907
453	0.3053010187
454	0.3050083063
455	0.3044214405
456	0.3039026286
457	0.3035432767
458	0.3030841656
459	0.3024923358
460	0.3018074721
461	0.3013241551
462	0.3006331266
463	0.3001080431
464	0.299796329
465	0.2992485075
466	0.2987615876
467	0.2985079463
468	0.2980126197
469	0.2973448897
470	0.2965082789
471	0.2961716383
472	0.2958093774
473	0.2954343597
474	0.2947476279
475	0.2944973226
476	0.2939782172
477	0.2933622082
478	0.2930658663
479	0.2925971208
480	0.2921216767
481	0.291574042
482	0.2912538145
483	0.2907945699
484	0.2902557422
485	0.2898627903
486	0.2892022126
487	0.2889961824
488	0.2883678703
489	0.2880633886
490	0.2876364897
491	0.2872696385
492	0.2866082067
493	0.2862655881
494	0.2860852316
495	0.2857894768
496	0.2854134183
497	0.2851823282
498	0.2847153709
499	0.2843014957
500	0.2837828706
501	0.2832921878
502	0.282997714
503	0.2824830655
504	0.2821604894
505	0.2817440789
506	0.2813307908
507	0.2808975936
508	0.2804044821
509	0.279851323
510	0.2794209281
511	0.2790281896
512	0.2787677429
513	0.2785557079
514	0.2782032414
515	0.2775549135
516	0.2771712222
517	0.2769478983
518	0.2765216399
519	0.2761372815
520	0.2755485208
521	0.2752945592
522	0.2747892781
523	0.2745460717
524	0.2740708144
525	0.2735671346
526	0.2730430919
527	0.2726103217
528	0.2722652745
529	0.2719418444
530	0.2714414739
531	0.2710899148
532	0.2706854337
533	0.2701284582
534	0.2698442326
535	0.269274874
536	0.2687555017
537	0.2682612694
538	0.267597329
539	0.2672096079
540	0.2668231411
541	0.2663297094
542	0.2660323
543	0.2656835165
544	0.2653155177
545	0.2646303871
546	0.2642931861
547	0.2635141944
548	0.2630712294
549	0.2626532443
550	0.2621120147
551	0.2616208515
552	0.2613630468
553	0.2609771938
554	0.2605285711
555	0.2599669786
556	0.2595868101
557	0.2593369852
558	0.2589730696
559	0.2587450753
560	0.258430212
561	0.2582005364
562	0.2579478558
563	0.2575468174
564	0.2570533857
565	0.2566886696
566	0.2563139721
567	0.2560062612
568	0.2556596661
569	0.2554671132
570	0.2551702375
571	0.2548099248
572	0.2543377634
573	0.2541177487
574	0.2538833226
575	0.2536801747
576	0.2532292568
577	0.2528702785
578	0.2525183458
579	0.2522053239
580	0.2517427167
581	0.2513820571
582	0.2511520879
583	0.2508877447
584	0.2506188913
585	0.2503746974
586	0.2501323717
587	0.2498283704
588	0.2494430779
589	0.2492136958
590	0.2488112697
591	0.2485216264
592	0.2481777802
593	0.2478158128
594	0.2473822153
595	0.2472598782
596	0.2466350889
597	0.2462798202
598	0.2460066434
599	0.2456004009
600	0.2452470003
601	0.2447813507
602	0.2444006752
603	0.2438171186
604	0.2435865889
605	0.2433838947
606	0.242928253
607	0.2424810447
608	0.2421774704
609	0.2417695999
610	0.2415563907
611	0.2411650133
612	0.2408822022
613	0.2406214619
614	0.2401194901
615	0.2397760975
616	0.2393477574
617	0.2390169348
618	0.238638341
619	0.2382546764
620	0.2379128584
621	0.2376439516
622	0.2372372821
623	0.2370277558
624	0.2367000023
625	0.2363517525
626	0.2360913058
627	0.2355645943
628	0.2353554416
629	0.2350606743
630	0.2346745278
631	0.2341615873
632	0.2338112291
633	0.2333925501
634	0.2330011728
635	0.2326861761
636	0.2323804667
637	0.2320924514
638	0.231884046
639	0.23162456
640	0.2313365447
641	0.2310859458
642	0.2307664388
643	0.230306447
644	0.230039008
645	0.2296839262
646	0.2292736538
647	0.2289978882
648	0.2285984245
649	0.2281455316
650	0.2278439856
651	0.2275426531
652	0.2271841551
653	0.2267668639
654	0.2265880286
655	0.226244636
656	0.2259853635
657	0.2257568355
658	0.2253881161
659	0.2248922291
660	0.2247354914
661	0.2244513725
662	0.2241902052
663	0.2238445975
664	0.2235660564
665	0.2231535156
666	0.2229476455
667	0.222643911
668	0.2223041213
669	0.2220325457
670	0.2218022296
671	0.2215827353
672	0.2213342848
673	0.2209729846
674	0.2207041045
675	0.2204556406
676	0.2201464085
677	0.2198945152
678	0.2196201908
679	0.2193417297
680	0.2190485637
681	0.2188941077
682	0.218712617
683	0.2183163958
684	0.2178818775
685	0.2176206302
686	0.2174465586
687	0.2169579575
688	0.2166971504
689	0.216517768
690	0.2164270026
691	0.216079767
692	0.2158912707
693	0.2156017342
694	0.2153408071
695	0.2149071829
696	0.2144607218
697	0.2139803271
698	0.2137382149
699	0.2133199095
700	0.2130101436
701	0.2126668178
702	0.2124685404
703	0.212151849
704	0.2119333956
705	0.2116589777
706	0.2112553773
707	0.2110353093
708	0.2107700854
709	0.2103429197
710	0.2101679808
711	0.2100455369
712	0.2097425765
713	0.2093630885
714	0.2091671063
715	0.2088811593
716	0.2085265178
717	0.2082486172
718	0.2080042632
719	0.2078503544
720	0.2076753888
721	0.2073633945
722	0.2070565376
723	0.2068519618
724	0.2066701375
725	0.2064294264
726	0.2060621082
727	0.2055526104
728	0.205195994
729	0.2049283549
730	0.2047581664
731	0.2045286109
732	0.2042761304
733	0.2038796691
734	0.2035495804
735	0.2032671161
736	0.2028911644
737	0.2027575783
738	0.2025128641
739	0.2024223923
740	0.2020855115
741	0.2015710765
742	0.2012813932
743	0.2011878923
744	0.2009229086
745	0.2005972234
746	0.2003811719
747	0.1999905952
748	0.1996819235
749	0.1994401049
750	0.1992892651
751	0.199035904
752	0.1988741623
753	0.198658818
754	0.1984587258
755	0.1979233542
756	0.1975397163
757	0.1972081998
758	0.196822934
759	0.1966890944
760	0.1963269269
761	0.1959622374
762	0.1957227673
763	0.1955198863
764	0.1951985245
765	0.1949034103
766	0.1946268174
767	0.1944523589
768	0.1942689333
769	0.1939235658
770	0.1935681503
771	0.1932558758
772	0.1929939478
773	0.1926438833
774	0.19229123
775	0.1920845326
776	0.1916984928
777	0.1914933166
778	0.1912411431
779	0.1908746789
780	0.1906390518
781	0.1903527846
782	0.1900858527
783	0.1897617554
784	0.1892636
785	0.1890632676
786	0.1889189531
787	0.1887858607
788	0.1884961641
789	0.1882649272
790	0.1881627394
791	0.1880440185
792	0.1878325974
793	0.1875795965
794	0.187339566
795	0.1869112793
796	0.1865860612
797	0.1864613355
798	0.1861845024
799	0.185948475
